0	0.01
1	0.01
2	0.01
3	0.01
4	0.01
5	0.01
6	0.01
7	0.01
8	0.01
9	0.01
10	0.01
11	0.01
12	0.01
13	0.01
14	0.01
15	0.01
16	0.01
17	0.01
18	0.01
19	0.01
20	0.01
21	0.01
22	0.01
23	0.01
24	0.01
25	0.01
26	0.01
27	0.01
28	0.01
29	0.01
30	0.01
31	0.01
32	0.01
33	0.01
34	0.01
35	0.01
36	0.01
37	0.01
38	0.01
39	0.01
40	0.01
41	0.01
42	0.01
43	0.01
44	0.01
45	0.01
46	0.01
47	0.01
48	0.01
49	0.01
50	0.01
51	0.01
52	0.01
53	0.01
54	0.01
55	0.0101294
56	0.010317
57	0.0105046
58	0.0106922
59	0.0108797
60	0.0110673
61	0.0112549
62	0.0114425
63	0.0116301
64	0.0118177
65	0.0120052
66	0.0121928
67	0.0123804
68	0.012568
69	0.0127556
70	0.0129431
71	0.0131307
72	0.0133183
73	0.0135059
74	0.0136935
75	0.0138811
76	0.0140686
77	0.0142562
78	0.0144438
79	0.0146314
80	0.014819
81	0.0150065
82	0.0151941
83	0.0153817
84	0.0155693
85	0.0157569
86	0.0159445
87	0.016132
88	0.0163196
89	0.0165072
90	0.0166948
91	0.0168824
92	0.0170699
93	0.0172575
94	0.0174451
95	0.0176327
96	0.0178203
97	0.0180079
98	0.0181954
99	0.018383
100	0.0185706
101	0.0187582
102	0.0189458
103	0.0191333
104	0.0193209
105	0.0195085
106	0.0196961
107	0.0198837
108	0.0200713
109	0.0202588
110	0.0204464
111	0.020634
112	0.0208216
113	0.0210092
114	0.0211967
115	0.0213843
116	0.0215719
117	0.0217595
118	0.0219471
119	0.0221347
120	0.0223222
121	0.0225098
122	0.0226974
123	0.022885
124	0.0230726
125	0.0232601
126	0.0234477
127	0.0236353
128	0.0238229
129	0.0240105
130	0.0241981
131	0.0243856
132	0.0245732
133	0.0247608
134	0.0249484
135	0.025136
136	0.0253235
137	0.0255111
138	0.0256987
139	0.0258863
140	0.0260739
141	0.0262615
142	0.026449
143	0.0266366
144	0.0268242
145	0.0270118
146	0.0271994
147	0.0273869
148	0.0275745
149	0.0277621
150	0.0279497
151	0.0281373
152	0.0283249
153	0.0285124
154	0.0287
155	0.0288876
156	0.0290752
157	0.0292628
158	0.0294503
159	0.0296379
160	0.0298255
161	0.0300131
162	0.0302007
163	0.0303883
164	0.0305758
165	0.0307634
166	0.030951
167	0.0311386
168	0.0313262
169	0.0315137
170	0.0317013
171	0.0318889
172	0.0320765
173	0.0322641
174	0.0324517
175	0.0326392
176	0.0328268
177	0.0330144
178	0.033202
179	0.0333896
180	0.0335771
181	0.0337647
182	0.0339523
183	0.0341399
184	0.0343275
185	0.0345151
186	0.0347026
187	0.0348902
188	0.0350778
189	0.0352654
190	0.035453
191	0.0356405
192	0.0358281
193	0.0360157
194	0.0362033
195	0.0363909
196	0.0365785
197	0.036766
198	0.0369536
199	0.0371412
200	0.0373288
201	0.0375164
202	0.0377039
203	0.0378915
204	0.0380791
205	0.0382667
206	0.0384543
207	0.0386419
208	0.0388294
209	0.039017
210	0.0392046
211	0.0393922
212	0.0395798
213	0.0397673
214	0.0399549
