0	0
1	0
2	6.48444e-08
3	1.29689e-07
4	1.94533e-07
5	2.59377e-07
6	3.24222e-07
7	3.89066e-07
8	4.5391e-07
9	5.18755e-07
10	5.83599e-07
11	6.48444e-07
12	7.13288e-07
13	7.78132e-07
14	8.42977e-07
15	9.07821e-07
16	9.72665e-07
17	1.03751e-06
18	1.10235e-06
19	1.1672e-06
20	1.23204e-06
21	1.29689e-06
22	1.36173e-06
23	1.42658e-06
24	1.49142e-06
25	1.55626e-06
26	1.62111e-06
27	1.68595e-06
28	1.7508e-06
29	1.81564e-06
30	1.88049e-06
31	1.94533e-06
32	2.01017e-06
33	2.07502e-06
34	2.13986e-06
35	2.20471e-06
36	2.26955e-06
37	2.3344e-06
38	2.39924e-06
39	2.46409e-06
40	2.52893e-06
41	2.59377e-06
42	2.65862e-06
43	2.72346e-06
44	2.78831e-06
45	2.85315e-06
46	2.918e-06
47	2.98284e-06
48	3.04768e-06
49	3.11253e-06
50	3.17737e-06
51	3.24222e-06
52	3.30706e-06
53	3.37191e-06
54	3.43675e-06
55	3.5016e-06
56	3.56644e-06
57	3.63128e-06
58	3.69613e-06
59	3.76097e-06
60	3.82582e-06
61	3.89066e-06
62	3.95551e-06
63	4.02035e-06
64	4.08519e-06
65	4.15004e-06
66	4.21488e-06
67	4.27973e-06
68	4.34457e-06
69	4.40942e-06
70	4.47426e-06
71	4.5391e-06
72	4.60395e-06
73	4.66879e-06
74	4.73364e-06
75	4.79848e-06
76	4.86333e-06
77	4.92817e-06
78	4.99301e-06
79	5.05786e-06
80	5.1227e-06
81	5.18755e-06
82	5.25239e-06
83	5.31724e-06
84	5.38208e-06
85	5.44693e-06
86	5.51177e-06
87	5.57661e-06
88	5.64146e-06
89	5.7063e-06
90	5.77115e-06
91	5.83599e-06
92	5.90084e-06
93	5.96568e-06
94	6.03053e-06
95	6.09537e-06
96	6.16021e-06
97	6.22506e-06
98	6.2899e-06
99	6.35475e-06
100	6.41959e-06
101	6.48444e-06
102	6.54928e-06
103	6.61412e-06
104	6.67897e-06
105	6.74381e-06
106	6.80866e-06
107	6.8735e-06
108	6.93835e-06
109	7.00319e-06
110	7.06803e-06
111	7.13288e-06
112	7.19772e-06
113	7.26257e-06
114	7.32741e-06
115	7.39226e-06
116	7.4571e-06
117	7.52195e-06
118	7.58679e-06
119	7.65163e-06
120	7.71648e-06
121	7.78132e-06
122	7.84617e-06
123	7.91101e-06
124	7.97586e-06
125	8.0407e-06
126	8.10554e-06
127	8.17039e-06
128	8.23523e-06
129	8.30008e-06
130	8.36492e-06
131	8.42977e-06
132	8.49461e-06
133	8.55945e-06
134	8.6243e-06
135	8.68914e-06
136	8.75399e-06
137	8.81883e-06
138	8.88368e-06
139	8.94852e-06
140	9.01337e-06
141	9.07821e-06
142	9.14305e-06
143	9.2079e-06
144	9.27274e-06
145	9.33759e-06
146	9.40243e-06
147	9.46728e-06
148	9.53212e-06
149	9.59696e-06
150	9.66181e-06
151	9.72665e-06
152	9.7915e-06
153	9.85634e-06
154	9.92119e-06
155	9.98603e-06
156	1.00509e-05
157	1.01157e-05
158	1.01806e-05
159	1.02454e-05
160	1.03103e-05
161	1.03751e-05
162	1.04399e-05
163	1.05048e-05
164	1.05696e-05
165	1.06345e-05
166	1.06993e-05
167	1.07642e-05
168	1.0829e-05
169	1.08939e-05
170	1.09587e-05
171	1.10235e-05
172	1.10884e-05
173	1.11532e-05
174	1.12181e-05
175	1.12829e-05
176	1.13478e-05
177	1.14126e-05
178	1.14775e-05
179	1.15423e-05
180	1.16071e-05
181	1.1672e-05
182	1.17368e-05
183	1.18017e-05
184	1.18665e-05
185	1.19314e-05
186	1.19962e-05
187	1.20611e-05
188	1.21259e-05
189	1.21907e-05
190	1.22556e-05
191	1.23204e-05
192	1.23853e-05
193	1.24501e-05
194	1.2515e-05
195	1.25798e-05
196	1.26446e-05
197	1.27095e-05
198	1.27743e-05
199	1.28392e-05
200	1.2904e-05
201	1.29689e-05
202	1.30337e-05
203	1.30986e-05
204	1.31634e-05
205	1.32282e-05
206	1.32931e-05
207	1.33579e-05
208	1.34228e-05
209	1.34876e-05
210	1.35525e-05
211	1.36173e-05
212	1.36822e-05
213	1.3747e-05
214	1.38118e-05
